precio|価格|sustantivo|社会
impuesto|税金|sustantivo|社会
elección|選択／選挙|sustantivo|社会
voto|投票|sustantivo|社会
partido|政党／試合|sustantivo|社会
presidente|大統領／会長|sustantivo|社会
alcalde|市長|sustantivo|社会
problema|問題|sustantivo|社会
solución|解決策|sustantivo|社会
causa|原因|sustantivo|社会
consecuencia|結果／影響|sustantivo|社会
igualdad|平等|sustantivo|社会
aunque|〜だけれども|conjunción|接続
además|そのうえ|adverbio|接続
sin embargo|しかしながら|conector|接続
por eso|そのため|conector|接続
por lo tanto|したがって|conector|接続
mientras|〜する間／一方で|conjunción|接続
en cambio|その一方で|conector|接続
a pesar de|〜にもかかわらず|conector|接続
según|〜によれば／〜に応じて|preposición|接続
desde|〜から|preposición|関係語
hasta|〜まで|preposición|関係語
hacia|〜の方へ|preposición|関係語
contra|〜に反対して／接して|preposición|関係語
entre|〜の間に|preposición|関係語
sobre|〜の上に／〜について|preposición|関係語
sin|〜なしで|preposición|関係語
con|〜と一緒に／〜で|preposición|関係語
para|〜のために／〜へ|preposición|関係語
por|〜によって／〜を通って|preposición|関係語
quizá|たぶん|adverbio|推量
probablemente|おそらく|adverbio|推量
realmente|実際に|adverbio|様態
especialmente|特に|adverbio|様態
finalmente|最終的に|adverbio|順序
de repente|突然|expresión|時間
enseguida|すぐに|adverbio|時間
al principio|初めは|expresión|順序
al final|最後には|expresión|順序
por ejemplo|例えば|conector|接続
es decir|つまり|conector|接続
pensar|考える|verbo|思考
creer|信じる／思う|verbo|思考
recordar|思い出す／覚えている|verbo|思考
olvidar|忘れる|verbo|思考
entender|理解する|verbo|思考
comprender|理解する|verbo|思考
explicar|説明する|verbo|伝達
contar|数える／話す|verbo|伝達
preguntar|質問する|verbo|伝達
contestar|答える|verbo|伝達
pedir|頼む／注文する|verbo|伝達
ofrecer|提供する|verbo|伝達
aceptar|受け入れる|verbo|判断
rechazar|断る／拒否する|verbo|判断
elegir|選ぶ|verbo|判断
decidir|決める|verbo|判断
intentar|試みる|verbo|行動
esperar|待つ／期待する|verbo|行動
necesitar|必要とする|verbo|行動
parecer|〜のように見える|verbo|知覚
sentir|感じる|verbo|知覚
conocer|知っている／知り合う|verbo|知識
encontrar|見つける|verbo|行動
perder|失う／負ける|verbo|行動
ganar|得る／勝つ|verbo|行動
cambiar|変える／変わる|verbo|変化
crear|作り出す|verbo|行動
permitir|許可する|verbo|社会
recomendar|勧める|verbo|伝達
evitar|避ける|verbo|行動
posible|可能な|adjetivo|評価
imposible|不可能な|adjetivo|評価
necesario|必要な|adjetivo|評価
suficiente|十分な|adjetivo|評価
completo|完全な／満席の|adjetivo|状態
vacío|空の|adjetivo|状態
lleno|いっぱいの|adjetivo|状態
seguro|安全な／確かな|adjetivo|状態
peligroso|危険な|adjetivo|状態
útil|役に立つ|adjetivo|評価
inútil|役に立たない|adjetivo|評価
correcto|正しい|adjetivo|評価
incorrecto|正しくない|adjetivo|評価
verdadero|本当の|adjetivo|評価
falso|偽の|adjetivo|評価
principal|主要な|adjetivo|分類
general|一般的な|adjetivo|分類
particular|特定の／個人的な|adjetivo|分類
público|公共の|adjetivo|社会
privado|私的な／民間の|adjetivo|社会
nacional|国内の／国の|adjetivo|社会
internacional|国際的な|adjetivo|社会
local|地元の|adjetivo|社会
actual|現在の|adjetivo|時間
antiguo|古い／以前の|adjetivo|時間
reciente|最近の|adjetivo|時間
próximo|次の／近い|adjetivo|時間
anterior|前の|adjetivo|時間
siguiente|次の|adjetivo|時間
parecido|似ている|adjetivo|比較
